seconds_since_launch,position_ned_m[0],position_ned_m[1],position_ned_m[2],velocity_ned_mps[0],velocity_ned_mps[1],velocity_ned_mps[2],accel_body_mps2[0],accel_body_mps2[1],accel_body_mps2[2],orientation_rad[0],orientation_rad[1],orientation_rad[2],angular_rate_body_radps[0],angular_rate_body_radps[1],angular_rate_body_radps[2],position_sigma_ned_m[0],position_sigma_ned_m[1],position_sigma_ned_m[2]
-4.9984600544,3.4957404,8.065368,-5.7473545,0.0,0.0,0.0,2.0978305,-0.2723635,-9.706705,0.0084365355,0.217831,2.741246,-0.0016484453,0.0010420437,-0.0043831766,0.33577296,0.58553696,0.5330207
-4.97846984863,3.4957404,8.065368,-5.7473545,0.0,0.0,0.0,2.1248899,-0.015415802,-9.440506,0.008442715,0.21782719,2.7412472,-0.007288353,0.0014426891,0.0016811365,0.33577296,0.58553696,0.5330207
-4.95847988129,3.4953413,8.0659485,-5.747276,0.0,0.0,0.0,2.1868284,0.034325,-9.56706,0.00844908,0.21781813,2.7412486,-0.0047881273,-0.0016340356,0.004992776,0.335814,0.58555686,0.53330517
-4.93847990036,3.4953413,8.0659485,-5.747276,0.0,0.0,0.0,2.0373912,-0.16460122,-9.729707,0.008442786,0.21782613,2.7412472,-0.003804578,-0.0007122329,0.0047699134,0.335814,0.58555686,0.53330517
-4.91848993301,3.4966252,8.062883,-5.7500424,0.0,0.0,0.0,2.0952961,-0.19226328,-9.633988,0.008428617,0.21783823,2.7412443,-0.0047066477,0.003342128,-0.00035744158,0.33585447,0.5855768,0.5335981
-4.89849996567,3.4966252,8.062883,-5.7500424,0.0,0.0,0.0,2.1375713,-0.015707612,-9.502863,0.008434637,0.21781924,2.7412455,-0.0009606054,-0.0007941466,-0.0049113394,0.33585447,0.5855768,0.5335981
-4.87849998474,3.4949496,8.059173,-5.7257314,0.0,0.0,0.0,2.1849468,0.05326285,-9.526122,0.008452619,0.21781337,2.7412493,0.005321412,-0.00042227612,-0.004864379,0.33101562,0.5805871,0.51232326
-4.8585100174,3.4949496,8.059173,-5.7257314,0.0,0.0,0.0,2.0623581,-0.21913576,-9.509926,0.00845197,0.21784113,2.7412493,0.0026511506,-0.00030749876,-0.00022680525,0.33101562,0.5805871,0.51232326
-4.83852005005,3.4949496,8.059173,-5.7257314,0.0,0.0,0.0,2.0366633,-0.14284772,-9.602019,0.008437745,0.21785122,2.7412462,-0.0017397574,0.00011002041,0.003676507,0.33101562,0.5805871,0.51232326
-4.81852006912,3.4965868,8.060101,-5.732121,0.0,0.0,0.0,2.1656344,0.011217861,-9.594238,0.008444518,0.21783678,2.7412477,-0.0011980374,0.0012878217,0.0040876344,0.33105654,0.58060676,0.5126326
