seconds_since_launch,position_ned_m[0],position_ned_m[1],position_ned_m[2],velocity_ned_mps[0],velocity_ned_mps[1],velocity_ned_mps[2],accel_body_mps2[0],accel_body_mps2[1],accel_body_mps2[2],orientation_rad[0],orientation_rad[1],orientation_rad[2],angular_rate_body_radps[0],angular_rate_body_radps[1],angular_rate_body_radps[2],position_sigma_ned_m[0],position_sigma_ned_m[1],position_sigma_ned_m[2]
-4.99845004082,4.157402,7.8214035,-6.290229,0.0,0.0,0.0,2.2307353,0.03920776,-9.5651,0.007354313,0.21721806,2.7410076,0.0019857523,0.0011460527,-0.0014069409,0.7036282,0.92598385,1.4245933
-4.97844982147,4.154854,7.823534,-6.284925,0.0,0.0,0.0,2.0434601,-0.11583901,-9.634462,0.0073519177,0.21721756,2.741007,0.005681712,-0.002761583,-0.004835658,0.7036482,0.9259995,1.4246608
-4.95845985413,4.154854,7.823534,-6.284925,0.0,0.0,0.0,2.104046,-0.137781,-9.603916,0.0073516895,0.21721673,2.7410069,0.002861637,0.0034758244,0.0003284685,0.7036482,0.9259995,1.4246608
-4.93834996223,4.155491,7.8230386,-6.2809095,0.0,0.0,0.0,2.1422584,-0.05178947,-9.458183,0.0073549408,0.21721348,2.7410076,0.0018920208,-0.0007395679,0.002968617,0.703727,0.9260722,1.4249136
-4.91846990585,4.155491,7.8230386,-6.2809095,0.0,0.0,0.0,2.0868556,-0.19952896,-9.601902,0.007358109,0.21721022,2.7410083,0.002106906,-0.0018971377,0.0027062388,0.703727,0.9260722,1.4249136
-4.89846992493,4.155491,7.8230386,-6.2809095,0.0,0.0,0.0,2.0750906,-0.2657234,-9.730019,0.0073574022,0.21720833,2.741008,-0.0029731991,0.00017308815,-0.00031799317,0.703727,0.9260722,1.4249136
-4.87847995758,4.156194,7.8268547,-6.2800736,0.0,0.0,0.0,2.070963,-0.05406276,-9.501688,0.0073579587,0.21720864,2.7410083,-0.0018604274,-0.00024243025,-0.003038464,0.7037499,0.92609006,1.4249946
-4.85848999023,4.156194,7.8268547,-6.2800736,0.0,0.0,0.0,2.2199242,-0.03257214,-9.575814,0.0073625864,0.21720965,2.7410092,0.0017843797,-4.9934675e-05,-0.00064675906,0.7037499,0.92609006,1.4249946
-4.83850002289,4.1562963,7.825116,-6.2830186,0.0,0.0,0.0,2.0749717,-0.117917895,-9.539214,0.0073673255,0.21720779,2.7410102,0.0013218878,-0.0028935673,0.0012481313,0.703769,0.92610615,1.4250687
-4.81850004196,4.1562963,7.825116,-6.2830186,0.0,0.0,0.0,2.0143914,-0.00034162885,-9.505175,0.0073664617,0.21720663,2.7410102,0.0012382016,0.0007127599,-0.00043194534,0.703769,0.92610615,1.4250687
-4.7976000309,4.1562963,7.825116,-6.2830186,0.0,0.0,0.0,2.1950314,-0.2350113,-9.584812,0.0073610325,0.21720359,2.741009,0.0011452993,0.0017388081,3.8273618e-05,0.703769,0.92610615,1.4250687
-4.77851986885,4.159583,7.8280416,-6.286017,0.0,0.0,0.0,2.106612,-0.40776575,-9.551454,0.0073566055,0.21720546,2.741008,-0.008021547,-0.0038080001,0.0031511001,0.7037878,0.9261231,1.4251407
-4.75851988792,4.159583,7.8280416,-6.286017,0.0,0.0,0.0,2.0948176,0.019959455,-9.504398,0.007354083,0.21720417,2.7410073,-0.013017328,-0.0004526455,0.0044709225,0.7037878,0.9261231,1.4251407
-4.73852992058,4.157515,7.8262405,-6.288458,0.0,0.0,0.0,2.1256793,0.14686231,-9.484217,0.007357884,0.21720651,2.7410083,-0.00024575682,0.00034343527,-0.0036812352,0.7038081,0.9261396,1.4252151
-4.71852993965,4.157515,7.8262405,-6.288458,0.0,0.0,0.0,2.105348,-0.20706715,-9.64668,0.0073605655,0.21720438,2.7410088,0.007239696,-0.0018999956,-0.0067840046,0.7038081,0.9261396,1.4252151
-4.69853997231,4.157515,7.8262405,-6.288458,0.0,0.0,0.0,2.0144866,-0.20490332,-9.614254,0.0073540313,0.21721075,2.7410073,-0.004582881,-0.0016635184,0.0011550344,0.7038081,0.9261396,1.4252151
-4.67855000496,4.1572256,7.8269258,-6.284042,0.0,0.0,0.0,2.173561,0.19994938,-9.478199,0.0073523233,0.21722166,2.741007,-0.005201873,-0.00027605298,0.004387592,0.70382553,0.92615676,1.4252845
-4.65855002403,4.1572256,7.8269258,-6.284042,0.0,0.0,0.0,2.1466968,0.0734397,-9.588724,0.007369034,0.21722491,2.7410107,0.008811648,0.00044458706,0.0019821804,0.70382553,0.92615676,1.4252845
-4.63855981827,4.1564474,7.827014,-6.2843003,0.0,0.0,0.0,2.0430255,-0.31388766,-9.696881,0.0073625855,0.21722546,2.7410092,0.008623681,-2.2346514e-05,-0.0004909323,0.70384413,0.92617226,1.4253521
-4.61853003502,4.1564474,7.827014,-6.2843003,0.0,0.0,0.0,2.080367,-0.24287148,-9.58868,0.0073520616,0.21724378,2.741007,-0.0013686819,0.0013334913,0.00012982209,0.70384413,0.92617226,1.4253521
-4.59856987,4.1564474,7.827014,-6.2843003,0.0,0.0,0.0,2.182982,-0.019112282,-9.515483,0.00735388,0.21723288,2.7410076,-0.0014260947,-0.0014156284,0.0018679431,0.70384413,0.92617226,1.4253521
-4.57857990265,4.15752,7.8222747,-6.2824893,0.0,0.0,0.0,2.1014302,-0.098599665,-9.591134,0.007357451,0.2172317,2.7410083,-0.0008861756,0.0012811061,-0.003719362,0.7038631,0.9261898,1.4254233
-4.5585899353,4.15752,7.8222747,-6.2824893,0.0,0.0,0.0,2.1562622,-0.082012594,-9.6095,0.007354188,0.21724075,2.7410076,-0.0028384314,0.0007306078,-0.002956153,0.7038631,0.9261898,1.4254233
