seconds_since_launch,position_ned_m[0],position_ned_m[1],position_ned_m[2],velocity_ned_mps[0],velocity_ned_mps[1],velocity_ned_mps[2],accel_body_mps2[0],accel_body_mps2[1],accel_body_mps2[2],orientation_rad[0],orientation_rad[1],orientation_rad[2],angular_rate_body_radps[0],angular_rate_body_radps[1],angular_rate_body_radps[2],position_sigma_ned_m[0],position_sigma_ned_m[1],position_sigma_ned_m[2]
-4.9984498024,5.410024,7.373973,-2.6791892,0.0,0.0,0.0,2.1980987,-0.061634205,-9.817072,0.008801326,0.21963108,2.7413332,0.0022083605,-0.00092281494,-0.0012958248,0.49869916,0.7014436,1.2130102
-4.97845983505,5.410024,7.373973,-2.6791892,0.0,0.0,0.0,2.0667303,-0.04552748,-9.3120575,0.008801349,0.21963076,2.7413332,0.0035576473,0.0016279814,-0.0020238054,0.49869916,0.7014436,1.2130102
-4.95846986771,5.410024,7.373973,-2.6791892,0.0,0.0,0.0,2.1145444,0.022049611,-9.493937,0.00879876,0.21962567,2.7413328,0.004745985,-0.0026212255,-0.00037708308,0.49869916,0.7014436,1.2130102
-4.93766999245,5.410399,7.3723907,-2.6795802,0.0,0.0,0.0,2.173996,-0.18094976,-9.822907,0.008794275,0.21963583,2.7413318,0.0039486084,0.0021774773,0.003177371,0.49870947,0.7014564,1.2130468
-4.91847991943,5.410399,7.3723907,-2.6795802,0.0,0.0,0.0,2.099169,-0.28531736,-9.437575,0.008786472,0.21963522,2.74133,0.0011571433,0.0015230447,0.0010601663,0.49870947,0.7014564,1.2130468
-4.89848995209,5.4116063,7.372167,-2.6798983,0.0,0.0,0.0,2.069485,-0.07335257,-9.425031,0.008782751,0.21963185,2.7413292,0.00044233218,-0.0042781644,-0.0010998336,0.4987191,0.7014688,1.2130797
-4.87848997116,5.4116063,7.372167,-2.6798983,0.0,0.0,0.0,2.2325563,-0.15563288,-9.844992,0.008776104,0.21962851,2.7413278,0.0015552705,0.00086192164,-0.0029397337,0.4987191,0.7014688,1.2130797
-4.85850000381,5.4116063,7.372167,-2.6798983,0.0,0.0,0.0,2.0646863,-0.22123651,-9.54224,0.008774815,0.21962993,2.7413275,-0.0018428446,0.0050887675,0.0003270987,0.4987191,0.7014688,1.2130797
-4.83850979805,5.411018,7.3725467,-2.6789362,0.0,0.0,0.0,2.186596,-0.05271047,-9.420999,0.008772932,0.21964224,2.741327,-0.0033811796,-0.0016601952,0.0006077167,0.49872956,0.70148057,1.213113
-4.81785988808,5.411018,7.3725467,-2.6789362,0.0,0.0,0.0,2.179655,-0.003134082,-9.794514,0.008773909,0.21963938,2.7413273,-0.002707001,-0.0018964488,0.00053168356,0.49872956,0.70148057,1.213113
-4.79851984978,5.410717,7.3732285,-2.6765046,0.0,0.0,0.0,2.0638223,-0.14945938,-9.537411,0.008782275,0.21963578,2.7413292,-0.00028793953,0.0033341877,0.0008318431,0.49873933,0.7014921,1.2131464
-4.77852988243,5.410717,7.3732285,-2.6765046,0.0,0.0,0.0,2.123984,-0.07260067,-9.319802,0.008777229,0.21964148,2.741328,0.00058853196,-0.0013301021,6.456136e-05,0.49873933,0.7014921,1.2131464
-4.7585299015,5.410717,7.3732285,-2.6765046,0.0,0.0,0.0,2.156613,-0.04880975,-9.7760315,0.008772449,0.2196373,2.741327,0.003592948,-0.0014487031,0.000506665,0.49873933,0.7014921,1.2131464
-4.73853993416,5.4106274,7.373467,-2.6754496,0.0,0.0,0.0,2.1839888,-0.25265178,-9.682827,0.008778707,0.21963793,2.7413282,0.0030426048,0.0031184424,-0.0016827227,0.498749,0.7015033,1.213179
-4.71853995323,5.4106274,7.373467,-2.6754496,0.0,0.0,0.0,2.063324,-0.1145381,-9.269739,0.008780502,0.21963365,2.7413287,0.0003437082,-0.0015783313,-0.00035909103,0.498749,0.7015033,1.213179
-4.69854998589,5.4113703,7.372349,-2.677517,0.0,0.0,0.0,2.1190794,-0.04590721,-9.638587,0.008771385,0.2196383,2.7413268,0.00077892287,-0.0018352398,0.0010668812,0.49875873,0.7015149,1.2132119
-4.67855978012,5.4113703,7.372349,-2.677517,0.0,0.0,0.0,2.2324011,-0.122990616,-9.671422,0.008773865,0.21964051,2.7413273,0.00023417044,0.0034571555,0.00074694015,0.49875873,0.7015149,1.2132119
-4.65855979919,5.4113703,7.372349,-2.677517,0.0,0.0,0.0,2.068558,-0.078357115,-9.360542,0.008779431,0.21964195,2.7413285,0.0016441707,-0.002113116,-0.001259935,0.49875873,0.7015149,1.2132119
-4.63856983185,5.411499,7.3710494,-2.6771216,0.0,0.0,0.0,2.1352527,-0.06347277,-9.649251,0.008771703,0.21963735,2.7413268,0.0020593004,-0.00048231732,-0.0008032813,0.49876866,0.70152795,1.2132473
-4.6185798645,5.411499,7.3710494,-2.6771216,0.0,0.0,0.0,2.256559,-0.14061119,-9.454591,0.008767933,0.21963885,2.7413259,-0.00020975717,0.0023208265,-0.00084386073,0.49876866,0.70152795,1.2132473
-4.59857988358,5.410767,7.3726964,-2.6765375,0.0,0.0,0.0,2.0487823,-0.14194287,-9.318729,0.008762897,0.2196379,2.741325,-0.0008775303,-0.0019501164,0.00020082394,0.49877903,0.70153993,1.2132823
-4.57858991623,5.410767,7.3726964,-2.6765375,0.0,0.0,0.0,2.1294436,-0.1273718,-9.627458,0.008752491,0.2196379,2.7413225,-0.00068115396,-0.0022906638,0.0017330064,0.49877903,0.70153993,1.2132823
-4.5585899353,5.410767,7.3726964,-2.6765375,0.0,0.0,0.0,2.1478555,-0.12921889,-9.772257,0.008758289,0.21963575,2.7413237,-0.0020612965,0.0023504572,-0.0009531735,0.49877903,0.70153993,1.2132823
-4.53858995438,5.4110317,7.373374,-2.6773384,0.0,0.0,0.0,2.1505713,-0.10191629,-9.38978,0.008772347,0.21963538,2.7413268,0.0012812022,-0.00050286826,-0.00056223606,0.49878877,0.7015519,1.2133156
-4.51859998703,5.4110317,7.373374,-2.6773384,0.0,0.0,0.0,2.1046553,-0.0002923838,-9.631036,0.008769425,0.21963117,2.7413263,0.0023162782,-0.006402234,-0.00031469046,0.49878877,0.7015519,1.2133156
-4.4986000061,5.411672,7.3716846,-2.6778865,0.0,0.0,0.0,2.1145873,-0.07818227,-9.834833,0.008773061,0.21963672,2.741327,0.006140216,0.0011041247,0.0005115525,0.498841,0.7016123,1.2134658
