seconds_since_launch,position_ned_m[0],position_ned_m[1],position_ned_m[2],velocity_ned_mps[0],velocity_ned_mps[1],velocity_ned_mps[2],accel_body_mps2[0],accel_body_mps2[1],accel_body_mps2[2],orientation_rad[0],orientation_rad[1],orientation_rad[2],angular_rate_body_radps[0],angular_rate_body_radps[1],angular_rate_body_radps[2],position_sigma_ned_m[0],position_sigma_ned_m[1],position_sigma_ned_m[2]
-4.99849009514,4.895004,6.388664,-4.203401,0.0,0.0,0.0,2.2192812,-0.046932593,-9.546868,0.006018706,0.21846275,2.74072,0.004016067,8.855728e-05,0.0011720122,0.19811422,0.46497208,0.61441475
-4.97850012779,4.895004,6.388664,-4.203401,0.0,0.0,0.0,2.0459206,-0.10590481,-9.49096,0.006010864,0.21846077,2.7407181,-0.0005580061,-0.0012025265,0.0028195507,0.19811422,0.46497208,0.61441475
-4.95775008202,4.89309,6.3878894,-4.199795,0.0,0.0,0.0,2.1128404,-0.1535613,-9.537226,0.0060058353,0.21845467,2.7407172,0.0022107314,0.0020715639,-0.00072508433,0.1981489,0.46498477,0.61446863
-4.93851017952,4.89309,6.3878894,-4.199795,0.0,0.0,0.0,2.2587876,-0.13992548,-9.650655,0.006006928,0.2184575,2.7407174,-4.018875e-05,-0.0013710865,-0.0007742016,0.1981489,0.46498477,0.61446863
-4.91851019859,4.89309,6.3878894,-4.199795,0.0,0.0,0.0,2.0123723,-0.11536318,-9.527038,0.00600335,0.21846233,2.7407165,-0.0018546064,-0.00022111832,-0.0021631068,0.1981489,0.46498477,0.61446863
-4.89852023125,4.8939886,6.3878527,-4.2048917,0.0,0.0,0.0,2.1406186,-0.073242,-9.495998,0.0060124015,0.21845125,2.7407186,-0.0018924187,0.0020043957,-0.00032790203,0.19818342,0.46499714,0.61452186
-4.87853002548,4.8939886,6.3878527,-4.2048917,0.0,0.0,0.0,2.1257782,-0.11925964,-9.67529,0.0060222545,0.21846905,2.7407207,-0.0040422212,-0.0017228337,-0.00023544121,0.19818342,0.46499714,0.61452186
-4.85853004456,4.8947396,6.388033,-4.204835,0.0,0.0,0.0,2.0160913,-0.07922982,-9.638489,0.0060263174,0.21846277,2.7407217,-0.004906626,0.0004997991,0.0023866992,0.1982159,0.465009,0.61457366
-4.8379201889,4.8947396,6.388033,-4.204835,0.0,0.0,0.0,2.1608317,0.020178204,-9.460689,0.006030963,0.21844757,2.7407227,-0.0039485223,0.0029868293,1.4116638e-05,0.1982159,0.465009,0.61457366
-4.81855010986,4.8947396,6.388033,-4.204835,0.0,0.0,0.0,2.1952696,-0.0021250166,-9.686079,0.0060311146,0.2184747,2.7407227,0.002317623,-0.0019429919,-0.0010608903,0.1982159,0.465009,0.61457366
-4.79855012894,4.8937216,6.3890986,-4.2016397,0.0,0.0,0.0,2.1025276,-0.090961985,-9.562226,0.006027297,0.21845739,2.7407217,0.0045623975,-0.0022835806,-0.00041722343,0.19824934,0.46502134,0.614627
-4.77856016159,4.8937216,6.3890986,-4.2016397,0.0,0.0,0.0,1.9819583,-0.06186735,-9.530309,0.0060247164,0.21844271,2.7407212,0.0005431221,0.0018136344,-0.0004361368,0.19824934,0.46502134,0.614627
-4.75857019424,4.8937216,6.3890986,-4.2016397,0.0,0.0,0.0,2.2116077,-0.11668817,-9.460502,0.006029385,0.21846564,2.7407222,0.0026367833,0.0036306584,-0.00032034886,0.19824934,0.46502134,0.614627
-4.73857021332,4.8948584,6.3890405,-4.202717,0.0,0.0,0.0,2.1871185,-0.10603279,-9.653849,0.0060351104,0.2184506,2.7407234,0.0011183664,-0.0055718543,0.00038187378,0.19828302,0.4650334,0.6146816
-4.71797013283,4.8948584,6.3890405,-4.202717,0.0,0.0,0.0,1.9322683,-0.10999952,-9.626426,0.0060292874,0.21844238,2.7407222,-0.0027828799,0.00092914974,0.0013727784,0.19828302,0.4650334,0.6146816
-4.69859004021,4.896013,6.38967,-4.205533,0.0,0.0,0.0,2.1936617,-0.0060752677,-9.606931,0.0060280464,0.21845546,2.740722,0.0008486633,0.004089814,-3.2375e-05,0.1983138,0.4650452,0.6147332
-4.67859005928,4.896013,6.38967,-4.205533,0.0,0.0,0.0,2.2205622,-0.058403544,-9.593947,0.0060244347,0.21845634,2.7407212,0.0017419122,-0.0027704737,-0.0010467309,0.1983138,0.4650452,0.6147332
-4.65860009193,4.893949,6.390246,-4.201975,0.0,0.0,0.0,1.9590709,-0.11097638,-9.608489,0.006020934,0.21846539,2.7407205,0.000409884,-0.001890548,-0.000928074,0.19834931,0.46505728,0.61478776
