seconds_since_launch,position_ned_m[0],position_ned_m[1],position_ned_m[2],velocity_ned_mps[0],velocity_ned_mps[1],velocity_ned_mps[2],accel_body_mps2[0],accel_body_mps2[1],accel_body_mps2[2],orientation_rad[0],orientation_rad[1],orientation_rad[2],angular_rate_body_radps[0],angular_rate_body_radps[1],angular_rate_body_radps[2],position_sigma_ned_m[0],position_sigma_ned_m[1],position_sigma_ned_m[2]
-4.9984600544,4.839792,6.654327,-4.924398,0.0,0.0,0.0,2.0689988,-0.09657168,-9.597439,0.008489937,0.21872175,2.7412612,0.0022601793,-0.00048799615,-0.0010184724,0.39747405,0.5782733,0.8998213
-4.97847008705,4.839792,6.654327,-4.924398,0.0,0.0,0.0,2.1946425,-0.17290285,-9.539694,0.008500662,0.21872103,2.7412636,0.0020895146,0.0021392542,-0.0011070621,0.39747405,0.5782733,0.8998213
-4.95747995377,4.8367896,6.65326,-4.92075,0.0,0.0,0.0,1.9933748,-0.2169804,-9.416555,0.00850542,0.21871358,2.7412646,0.0015539315,-0.002192135,-0.0002664518,0.3975207,0.57828915,0.8998643
-4.93848991394,4.8367896,6.65326,-4.92075,0.0,0.0,0.0,2.1525059,-0.034060758,-9.592886,0.008503281,0.21871386,2.741264,-0.004715961,-0.0021626838,0.0028793556,0.3975207,0.57828915,0.8998643
-4.91846990585,4.8367896,6.65326,-4.92075,0.0,0.0,0.0,2.1516125,-0.0218304,-9.833503,0.008505982,0.21872455,2.7412648,-0.0010273599,0.0006521881,-0.00034204818,0.3975207,0.57828915,0.8998643
-4.89847993851,4.8358674,6.6526995,-4.9171243,0.0,0.0,0.0,2.0100186,-0.14688258,-9.399018,0.008501299,0.2187117,2.7412636,0.0023932338,0.0013802124,-0.002536162,0.39754367,0.57830405,0.89989936
-4.87847995758,4.8358674,6.6526995,-4.9171243,0.0,0.0,0.0,2.11904,-0.06244295,-9.485889,0.008490362,0.218704,2.7412612,-0.0010114467,-0.000964629,-0.0012542629,0.39754367,0.57830405,0.89989936
-4.85848999023,4.8332005,6.653498,-4.9184384,0.0,0.0,0.0,2.2506216,-0.10959015,-9.676456,0.008485693,0.21871291,2.7412603,0.0015801883,0.0017995895,-0.00075269147,0.3978221,0.57838815,0.9001002
-4.83850002289,4.8332005,6.653498,-4.9184384,0.0,0.0,0.0,2.0883334,-0.20775796,-9.534638,0.008498283,0.21870859,2.741263,-0.0006163674,0.0005123623,0.0013148601,0.3978221,0.57838815,0.9001002
-4.81850004196,4.8332005,6.653498,-4.9184384,0.0,0.0,0.0,2.056476,-0.13989541,-9.616072,0.008506086,0.21871322,2.7412648,-0.0031736256,-0.004374695,0.00039340387,0.3978221,0.57838815,0.9001002
-4.79772996902,4.830347,6.656502,-4.916707,0.0,0.0,0.0,2.186602,-0.026499795,-9.709815,0.008508475,0.21871868,2.7412653,-0.0015479873,0.0020196072,-0.00040525736,0.39786968,0.5784072,0.90014684
-4.77847003937,4.830347,6.656502,-4.916707,0.0,0.0,0.0,2.105452,-0.05340543,-9.31713,0.0085176835,0.2187098,2.7412672,-0.000305522,0.002838489,0.003025942,0.39786968,0.5784072,0.90014684
-4.75851988792,4.828369,6.656633,-4.9179263,0.0,0.0,0.0,2.0065506,-0.09761472,-9.513594,0.008513921,0.21869972,2.7412665,0.0014683984,-0.0026607949,0.0007086693,0.3979141,0.57842433,0.9001892
-4.73848986626,4.828369,6.656633,-4.9179263,0.0,0.0,0.0,2.2875931,-0.09391371,-9.820727,0.008502172,0.21871899,2.7412639,0.00087871973,0.0014045474,-0.00048794987,0.3979141,0.57842433,0.9001892
-4.71853995323,4.828369,6.656633,-4.9179263,0.0,0.0,0.0,2.0287654,-0.059797235,-9.443247,0.008498565,0.21871506,2.7412632,0.0031836035,0.0008964404,-0.0034454528,0.3979141,0.57842433,0.9001892
-4.69853997231,4.821587,6.655731,-4.912801,0.0,0.0,0.0,2.1157615,-0.12578702,-9.408563,0.008499731,0.2187106,2.7412634,0.0057662474,-0.001358808,-0.0014121681,0.39795005,0.5784401,0.90023124
-4.67855000496,4.821587,6.655731,-4.912801,0.0,0.0,0.0,2.2381732,-0.20536233,-9.705597,0.008488293,0.21870406,2.7412608,-0.0025531217,-4.6578578e-05,0.004588415,0.39795005,0.5784401,0.90023124
-4.65854001045,4.825643,6.65369,-4.912762,0.0,0.0,0.0,1.9987309,-0.2008807,-9.476557,0.008490214,0.21873835,2.7412615,-0.0047654486,0.003522156,0.0014567008,0.39800557,0.57845676,0.9002787
-4.63856005669,4.825643,6.65369,-4.912762,0.0,0.0,0.0,2.1362455,-0.07502832,-9.445998,0.008496331,0.21871716,2.7412627,-0.0021048281,-0.00406041,-0.00061885413,0.39800557,0.57845676,0.9002787
-4.6185400486,4.825643,6.65369,-4.912762,0.0,0.0,0.0,2.2049384,-0.06708588,-9.880823,0.008495455,0.21870883,2.7412624,-0.0019908426,-0.0012900872,-0.0037697053,0.39800557,0.57845676,0.9002787
-4.59856987,4.8301787,6.6564045,-4.9099674,0.0,0.0,0.0,2.094341,-0.052148536,-9.37722,0.0085007455,0.21872039,2.7412636,0.0012343512,0.0022282503,-0.00075443246,0.39804098,0.57847196,0.90031785
-4.57857990265,4.8301787,6.6564045,-4.9099674,0.0,0.0,0.0,2.0624714,-0.038866278,-9.476408,0.008509493,0.21870703,2.7412655,0.0030131526,-0.0024553647,0.0036312866,0.39804098,0.57847196,0.90031785
-4.55808997154,4.831503,6.655389,-4.915062,0.0,0.0,0.0,2.2538977,-0.19096935,-9.862612,0.008503648,0.21871082,2.741264,0.0039751884,0.0016566569,0.0016945774,0.3980709,0.5784873,0.9003563
